"abbrev_state","code_school","name_school","address","phone_number","geom","abrev","long","lat"
"2945","AC","12","IFAC - CAMPUS TARAUACA","BR 364, 821 PREDIO. RODOVIA. 69970-970 Tarauacá - AC.","(68) 34621709",c(-70.7708514, -8.1433284),"IF",-70.7708514,-8.1433284
"4303","AM","13","IFAM - CAMPUS MANAUS ZONA LESTE","AVENIDA COSME FERREIRA, 8045 SAO JOSE OPERARIO. 69083-000 Manaus - AM.","(92) 984358191",c(-59.93390095, -3.079984312),"IF",-59.93390095,-3.079984312
"4460","AM","13","IFAM - CAMPUS MANAUS CENTRO","AV. SETE DE SETEMBRO, 1975 CENTRO. 69020-120 Manaus - AM.","(92) 36216700",c(-60.0127673, -3.1342815),"IF",-60.0127673,-3.1342815
"7669","AM","13","IFAM - CAMPUS MANAUS DISTRITO INDUSTRIAL","AVENIDA GOVERNADOR DANILO AREOSA, 1672 DISTRITO INDUSTRIAL I. 69075-351 Manaus - AM.","(92) 36146207",c(-59.97452858, -3.13557217),"IF",-59.97452858,-3.13557217
"8382","AM","13","IFAM - CAMPUS HUMAITA","BR 230, KM 7, S/N ZONA RURAL. 69800-000 Humaitá - AM.","(97) 981159182",c(-63.0719871131982, -7.5513539619756),"IF",-63.0719871131982,-7.5513539619756
"8383","AM","13","IFAM - CAMPUS ITACOATIARA","RODOVIA AM-010 ZONA DE EXPANSAO, S/N KM 08. AREA RURAL DE ITACOATIARA. 69109-899 Itacoatiara - AM.","(92) 984526910",c(-58.4663, -3.07387833333333),"IF",-58.4663,-3.07387833333333
"8384","AM","13","IFAM - CAMPUS EIRUNEPE","RUA MONSENHOR COUTINHO, S/N APARECIDA. 69880-000 Eirunepé - AM.","(97) 34811353",c(-69.86360317, -6.66261103),"IF",-69.86360317,-6.66261103
"8386","AM","13","IFAM - CAMPUS TEFE","RUA JOAO ESTEFANO, 625 ANEXO A UAB. JURUA. 69552-250 Tefé - AM.","(97) 981181878",c(-64.718413297087, -3.35217097308487),"IF",-64.718413297087,-3.35217097308487
"8489","AM","13","IFAM - CAMPUS AVANCADO MANACAPURU","ESTRADA MANOEL URBANO, S/N KM 77. NOVA MANACA. 69401-830 Manacapuru - AM.","(92) 991929474",c(-60.6315029, -3.2613772),"IF",-60.6315029,-3.2613772
"8883","AM","13","IFAM - CAMPUS COARI","ESTRADA COARI ITAPEUA, S/N KM 02. ITAMARATY. 69460-000 Coari - AM.","(97) 35612470",c(-63.1334806513041, -4.10584291443229),"IF",-63.1334806513041,-4.10584291443229
"9294","AM","13","IFAM - CAMPUS MAUES","ESTRADA DOS MORAES, S/N SENADOR JOSE ESTEVES. 69190-000 Maués - AM.","(92) 992008338",c(-57.6966076065392, -3.39722537901569),"IF",-57.6966076065392,-3.39722537901569
"9299","AM","13","IFAM - CAMPUS PRESIDENTE FIGUEIREDO","AVENIDA ONCA PINTADA, 1308 GALO DA SERRA. 69735-000 Presidente Figueiredo - AM.","(92) 33241030",c(-60.0040129, -2.04930765),"IF",-60.0040129,-2.04930765
"9300","AM","13","IFAM - CAMPUS TABATINGA","RUA SANTOS DUMONT, S/Nº VILA VERDE. 69640-000 Tabatinga - AM.","(97) 34125142",c(-69.9148847, -4.2314422),"IF",-69.9148847,-4.2314422
"9301","AM","13","IFAM - CAMPUS PARINTINS","ESTRADA ODOVALDO NOVO, S/N DJARD VIEIRA. 69152-470 Parintins - AM.","(92) 35335766",c(-56.76885, -2.65456),"IF",-56.76885,-2.65456
"9302","AM","13","IFAM - CAMPUS LABREA","RUA 22 DE OUTUBRO, 3893 IFAM. VILA FALCAO. 69830-000 Lábrea - AM.","",c(-64.78370923, -7.25074489),"IF",-64.78370923,-7.25074489
"9334","RR","14","IFRR - CAMPUS BOA VISTA","AVENIDA GLAYCON DE PAIVA, 2496 PRICUMA. 69303-340 Boa Vista - RR.","(95) 36218008",c(-60.69423487, 2.812883314),"IF",-60.69423487,2.812883314
"9637","RR","14","IFRR - CAMPUS AMAJARI","RODOVIA ANTONINO MENEZES DA SILVA, KM 03, S/N RURAL. 69343-000 Amajari - RR.","(95) 35931143",c(-61.4107951, 3.6323376),"IF",-61.4107951,3.6323376
"9735","RR","14","IFRR - CAMPUS AVANCADO BONFIM","RUA RODRIGO PIRES FIGUEREDO, 44 CENTRO. 69380-000 Bonfim - RR.","",c(-59.8340659199458, 3.3579139888274),"IF",-59.8340659199458,3.3579139888274
"9736","RR","14","IFRR - CAMPUS BOA VISTA ZONA OESTE","RUA PROF. NONATO CHACON, 1976 LAURA MOREIRA. 69318-060 Boa Vista - RR.","(95) 36241703",c(-60.771405, 2.7901218),"IF",-60.771405,2.7901218
"10158","RR","14","IFRR - CAMPUS NOVO PARAISO","NOVO PARAISO, END. ROD. BR.174, KM - 512 NOVO PARAISO CARACARAI-RR., 69360-000 Caracaraí - RR.","(95) 35324100",c(-60.4851323, 1.2499684),"IF",-60.4851323,1.2499684
"12481","PA","15","IFPA - CAMPUS CASTANHAL","RODOVIA BR 316, KM 63 SAUDADE I. 68740-970 Castanhal - PA.","(91) 34121602",c(-47.95092577, -1.29874706),"IF",-47.95092577,-1.29874706
"16066","PA","15","IFPA - CAMPUS BRAGANCA","AVENIDA DOS BRAGANCANOS, S/N VILA SINHA. 68600-000 Bragança - PA.","(91) 989509007",c(-46.7851356, -1.0556816),"IF",-46.7851356,-1.0556816
"16179","PA","15","IFPA - CAMPUS CONCEICAO DO ARAGUAIA","AVENIDA COUTO MAGALHAES, 1649 SETOR UNIVERSITARIO. 68540-000 Conceição do Araguaia - PA.","(94) 34211962",c(-49.2591107, -8.2519239),"IF",-49.2591107,-8.2519239
"16800","PA","15","IFPA - CAMPUS SANTAREM","AVENIDA MARECHAL CASTELO BRANCO, 621 INTERVENTORIA. 68020-820 Santarém - PA.","(93) 35223757",c(-54.7088649, -2.4403656),"IF",-54.7088649,-2.4403656
"17575","PA","15","IFPA - CAMPUS BREVES","RUA ANTONIO FULGENCIO, SEM NUMERO PARQUE UNIVERSITARIO. 68800-000 Breves - PA.","(91) 91742874",c(-50.4642266, -1.688841),"IF",-50.4642266,-1.688841
"17576","PA","15","IFPA - CAMPUS ITAITUBA","RUA UNIVERSITARIO, S/N KM 05. MARIA MAGDALENA. 68183-300 Itaituba - PA.","(93) 991561867",c(-56.00197651, -4.222231343),"IF",-56.00197651,-4.222231343
"18206","PA","15","IFPA - CAMPUS OBIDOS","RODOVIA PA 437 KM 02, SEM NUMERO INDUSTRIAL. 68250-000 Óbidos - PA.","(93) 991477142",c(-55.5179882, -1.8815665),"IF",-55.5179882,-1.8815665
"18207","PA","15","IFPA - CAMPUS AVANCADO VIGIA","PA 140, KM 55, S/N SAO CRISTOVAO. 68780-000 Vigia - PA.","(91) 991218844",c(-48.0875513, -0.8707483),"IF",-48.0875513,-0.8707483
"18285","PA","15","IFPA - CAMPUS PARAUAPEBAS","RODOVIA PA 275, S/N LADO PORTARIA CARAJA. UNIAO. 68515-000 Parauapebas - PA.","(94) 991643364",c(-49.9149964, -6.0642564),"IF",-49.9149964,-6.0642564
"18301","PA","15","IFPA - CAMPUS ANANINDEUA","AVENIDA ARTERIAL - 5A, SN ANTIGA GRANJA DO GOV. ICUI GUAJARA. 67140-709 Ananindeua - PA.","(91) 33420719",c(-48.4072504205123, -1.34701879930298),"IF",-48.4072504205123,-1.34701879930298
"18334","PA","15","IFPA - CAMPUS PARAGOMINAS","AVENIDA DOS CEDROS, S/N JUPARANA. 68629-020 Paragominas - PA.","(91) 991337400",c(-47.3599175456911, -3.007443244569),"IF",-47.3599175456911,-3.007443244569
"18338","PA","15","IFPA - CAMPUS CAMETA","AVENIDA GENTIL BITTENCOURT, 1582 CENTRO. 68400-000 Cametá - PA.","(91) 991779840",c(-49.49738, -2.24367),"IF",-49.49738,-2.24367
"18936","PA","15","IFPA - CAMPUS ALTAMIRA","RODOVIA ERNESTO ACIOLY, S/N ZONA URBANA. 68371-000 Altamira - PA.","",c(-52.1818358565983, -3.18914211882775),"IF",-52.1818358565983,-3.18914211882775
"19039","PA","15","IFPA - CAMPUS MARABA RURAL","BR 155, ZONA RURAL, PA 26 DE MARCO, SENTIDO ELDORADO DOS CARAJAS, SN PA 26 DE MARCO, ZONA RURAL. 68508-970 Marabá - PA.","(94) 991131183",c(-49.100601, -5.5700496),"IF",-49.100601,-5.5700496
"20402","PA","15","IFPA - CAMPUS TUCURUI","AV. BRASILIA, SN VILA PERMANENTE. 68464-000 Tucuruí - PA.","(94) 37782102",c(-49.664565, -3.818005),"IF",-49.664565,-3.818005
"20404","PA","15","IFPA - CAMPUS MARABA INDUSTRIAL","FOLHA 22, QUADRA ESPECIAL, LOTE ESPECIAL II, NOVA MARABA. 68508-970 Marabá - PA.","(94) 21016306",c(-49.0986837, -5.3397927),"IF",-49.0986837,-5.3397927
"22549","PA","15","IFPA - CAMPUS ABAETETUBA","RUA RIO DE JANEIRO, 3322 MARGENS RIO JARUMA. FRANCILANDIA. 68440-000 Abaetetuba - PA.","(91) 33420709",c(-48.87655406, -1.70794201),"IF",-48.87655406,-1.70794201
"22615","PA","15","IFPA - CAMPUS BELEM","AV ALMIRANTE BARROSO, 1155 MARCO. 66093-020 Belém - PA.","(91) 32011703",c(-48.4605182, -1.438236),"IF",-48.4605182,-1.438236
"23305","AP","16","IFAP - CAMPUS LARANJAL DO JARI","NILO PECANHA, 1263 PROXIMO AO DETRAN AP. CAJARI. 68920-000 Laranjal do Jari - AP.","(96) 991812165",c(-52.51543, -0.8220449),"IF",-52.51543,-0.8220449
"23316","AP","16","IFAP - CAMPUS MACAPA","RODOVIA BR-210, S/N BRASIL NOVO. 68909-398 Macapá - AP.","(96) 31982176",c(-51.0914921388506, 0.08669884409763),"IF",-51.0914921388506,0.08669884409763
"23625","AP","16","IFAP - CAMPUS SANTANA","RODOVIA DUCA SERRA, 1133 FONTE NOVA. 68928-084 Santana - AP.","(96) 991483558",c(-51.1815822058493, -0.0204429027752),"IF",-51.1815822058493,-0.0204429027752
"23634","AP","16","IFAP - CAMPUS PORTO GRANDE","BR 210 KM 103, SN RETIRO DOS PINHAIS. 68997-000 Porto Grande - AP.","(96) 991659884",c(-51.3879835233571, 0.69749910850142),"IF",-51.3879835233571,0.69749910850142
"23657","AP","16","IFAP - CAMPUS AVANCADO OIAPOQUE","RUA JOAQUIM CAETANO DA SILVA, 870 CENTRO. 68980-000 Oiapoque - AP.","(96) 12345678",c(-51.8325211945921, 3.84872966911644),"IF",-51.8325211945921,3.84872966911644
"23658","AP","16","IFAP - CENTRO DE REFERENCIA EM EAD PEDRA BRANCA DO AMAPARI","AVENIDA FRANCISCO DUTRA, S/N CENTRAL. 68945-000 Pedra Branca do Amapari - AP.","(96) 12345678",c(-51.9518519975597, 0.77985040445312),"IF",-51.9518519975597,0.77985040445312
"23737","TO","17","IFTO - CAMPUS ARAGUATINS","POVOADO SANTA TEREZA, KM 05, S/N ZONA RURAL. 77950-000 Araguatins - TO.","(63) 34744828",c(-48.07150463, -5.64520829),"IF",-48.07150463,-5.64520829
"25190","TO","17","IFTO - CAMPUS ARAGUAINA","AVENIDA AMAZONAS, QD 56 LT 01. LOTEAMENTO ARAGUAINA SUL. 77826-170 Araguaína - TO.","(63) 34110300",c(-48.1935, -7.181755),"IF",-48.1935,-7.181755
"25346","TO","17","IFTO - CAMPUS PORTO NACIONAL","AVENIDA TOCANTINS, S/N LOTEAMENTO MAE DEDE. JARDIM AMERICA. 77500-000 Porto Nacional - TO.","(63) 33639700",c(-48.3984511904418, -10.6922619603574),"IF",-48.3984511904418,-10.6922619603574
"25485","TO","17","IFTO - CAMPUS GURUPI","ALAMEDA MADRID, 545 JARDIM SEVILHA. 77410-470 Gurupi - TO.","(63) 33115400",c(-49.05492, -11.73914),"IF",-49.05492,-11.73914
"25765","TO","17","IFTO - CAMPUS PALMAS","QUADRA AE 310 SUL AVENIDA NS 10, PLANO DIRETOR SUL. 77021-090 Palmas - TO.","(63) 32364000",c(-48.31248, -10.19938),"IF",-48.31248,-10.19938
"26019","TO","17","IFTO - CAMPUS DIANOPOLIS","RODOVIA TO-040, KM 349, LOTEAMENTO RIO PALMEIRA, LOTE 1, ZONA RURAL. 77300-000 Dianópolis - TO.","(63) 99694268",c(-46.765482, -11.63476601),"IF",-46.765482,-11.63476601
"26048","TO","17","IFTO - CAMPUS AVANCADO PEDRO AFONSO","RUA CEARA, 1441 SETOR ZACARIAS CAMPELO. 77710-000 Pedro Afonso - TO.","(63) 34661633",c(-48.1613566666667, -8.98775833333333),"IF",-48.1613566666667,-8.98775833333333
"26066","TO","17","IFTO - CAMPUS COLINAS DO TOCANTINS","AV. BERNARDO SAYAO, SEM NUMERO CHACARA RAIO DE SOL. SETOR SANTA MARIA. 77760-000 Colinas do Tocantins - TO.","(63) 999722908",c(-48.4756742598944, -8.0906338438454),"IF",-48.4756742598944,-8.0906338438454
"26067","TO","17","IFTO - CAMPUS AVANCADO FORMOSO DO ARAGUAIA","RUA DO ACUDE/LAGO MUNICIPAL, SN, CENTRO, 0 IFTO FORMOSO. CENTRO. 77470-000 Formoso do Araguaia - TO.","(63) 33571982",c(-49.5242404472083, -11.7974700406193),"IF",-49.5242404472083,-11.7974700406193
"26068","TO","17","IFTO - CAMPUS AVANCADO LAGOA DA CONFUSAO","RUA 02, SN QUADRA 5A, LOTE 01. SETOR LAGOA DA ILHA. 77493-000 Lagoa da Confusão - TO.","(63) 999426257",c(-49.6290786936879, -10.8003513794392),"IF",-49.6290786936879,-10.8003513794392
"26224","TO","17","IFTO - CAMPUS PARAISO DO TOCANTINS","BR 153 KM 480, DISTRITO AGROINDUSTRIAL. 77600-000 Paraíso do Tocantins - TO.","(63) 33610300",c(-48.88764, -10.26854),"IF",-48.88764,-10.26854
"26940","MA","21","IFMA - CAMPUS SAO LUIS MARACANA","AVENIDA DOS CURIOS, S/N VILA ESPERANCA. 65095-460 São Luís - MA.","(98) 33138585",c(-44.26771, -2.608631),"IF",-44.26771,-2.608631
"30422","MA","21","IFMA - CAMPUS IMPERATRIZ","AVENIDA NEWTON BELLO, S/N VILA MARIA. 65906-335 Imperatriz - MA.","(99) 35254745",c(-47.49644289, -5.49144111),"IF",-47.49644289,-5.49144111
"34634","MA","21","IFMA - CAMPUS BARREIRINHAS","RODOVIA/MA 225 KM 4, POVOADO SANTA CRUZ. 65590-000 Barreirinhas - MA.","(98) 984615242",c(-42.84983717, -2.78902806),"IF",-42.84983717,-2.78902806
"34636","MA","21","IFMA - CAMPUS SAO RAIMUNDO DAS MANGABEIRAS","BR 230, KM 319, SN ZONA RURAL. 65840-000 São Raimundo das Mangabeiras - MA.","(99) 989842268",c(-45.5173645913601, -7.03767824918032),"IF",-45.5173645913601,-7.03767824918032
"34719","MA","21","IFMA - CAMPUS TIMON","AVENIDA LUIS FIRMINO DE SOUSA, 3907 MUTIRAO. 65635-468 Timon - MA.","(99) 984225797",c(-42.85398, -5.111733),"IF",-42.85398,-5.111733
"34724","MA","21","IFMA - CAMPUS BACABAL","AVENIDA JOAO ALBERTO, SN AREAL. 65700-000 Bacabal - MA.","(99) 984075010",c(-44.81610017, -4.24084284),"IF",-44.81610017,-4.24084284
"34730","MA","21","IFMA - CAMPUS BARRA DO CORDA","BR 226, KM 303, 00 PREDIO. VILA NENZIN. 65950-000 Barra do Corda - MA.","(99) 984004671",c(-45.2741498406976, -5.48418624792248),"IF",-45.2741498406976,-5.48418624792248
"34734","MA","21","IFMA - CAMPUS PINHEIRO","RODOVIA MA 006, SN ENSEADA. 65200-000 Pinheiro - MA.","(98) 33810153",c(-45.1335712878947, -2.54080516158757),"IF",-45.1335712878947,-2.54080516158757
"34735","MA","21","IFMA - CAMPUS CAXIAS","UNIDADE OPERACIONAL RUA DESEMBARGADOR MORATO 487, SN CAIXA POSTAL 77. CENTRO. 65600-970 Caxias - MA.","",c(-43.3433102164418, -4.82018311042339),"IF",-43.3433102164418,-4.82018311042339
"34751","MA","21","IFMA - CAMPUS SAO LUIS MONTE CASTELO","AVENIDA GETULIO VARGAS, 04 MONTE CASTELO. 65030-005 São Luís - MA.","(98) 32619800",c(-44.27826606, -2.53595796),"IF",-44.27826606,-2.53595796
"34987","MA","21","IFMA - CAMPUS CODO","POVOADO PORAQUE, S/N ZONA RURAL. 65400-000 Codó - MA.","",c(-43.92766, -4.484127),"IF",-43.92766,-4.484127
"38839","MA","21","IFMA - CAMPUS COELHO NETO","AV. ANTONIO GUIMARAES, S/Nº OLHO DAGUINHA. 65620-000 Coelho Neto - MA.","(98) 984376551",c(-43.02547715, -4.26842718),"IF",-43.02547715,-4.26842718
"39125","MA","21","IFMA - CAMPUS VIANA","AVENIDA LUIS ALMEIDA COUTO, S/N CENTRO. 65215-000 Viana - MA.","(98) 33510335",c(-44.99986613, -3.21147768),"IF",-44.99986613,-3.21147768
"39126","MA","21","IFMA - CAMPUS AVANCADO ROSARIO","AVENIDA VITORINO FREIRE, SN CENTRO. 65150-000 Rosário - MA.","(98) 984035818",c(-44.2492016666667, -2.93701),"IF",-44.2492016666667,-2.93701
"39127","MA","21","IFMA - CAMPUS GRAJAU","BR 226, SN VILA NOVA. 65940-000 Grajaú - MA.","(99) 984255572",c(-46.10762127, -5.79606612),"IF",-46.10762127,-5.79606612
"39128","MA","21","IFMA - CAMPUS PEDREIRAS","RODOVIA MA-381 JOAO DO VALE, KM 0, BAIRRO DO DIOGO. 65725-000 Pedreiras - MA.","(99) 81719727",c(-44.60967203, -4.58541053),"IF",-44.60967203,-4.58541053
"39140","MA","21","IFMA - CAMPUS AVANCADO PORTO FRANCO","RUA CUSTODIO BARBOSA, 09 CENTRO. 65970-000 Porto Franco - MA.","",c(-47.4024931713939, -6.33986385539174),"IF",-47.4024931713939,-6.33986385539174
"39286","MA","21","IFMA - CAMPUS PRESIDENTE DUTRA","ENDERECO PROVISORIO - RUA ADALBERTO DE MACEDO, S/N UI JOANA LIMA DE MAC. PAULO FALCAO. 65760-000 Presidente Dutra - MA.","(99) 984209401",c(-44.50031584, -5.28606253),"IF",-44.50031584,-5.28606253
"39287","MA","21","IFMA - CAMPUS ITAPECURU MIRIM","RUA JOAO BATISTA PEREIRA DOS SANTOS, S/N CENTRO. 65485-000 Itapecuru Mirim - MA.","(98) 984159189",c(-44.36230023, -3.40474599),"IF",-44.36230023,-3.40474599
"39385","MA","21","IFMA - CAMPUS AVANCADO CAROLINA","PRACA DO ESTUDANTE, 64 CENTRO. 65980-000 Carolina - MA.","(99) 984026394",c(-47.46779806, -7.33656331),"IF",-47.46779806,-7.33656331
"39386","MA","21","IFMA - CAMPUS ARAIOSES","RUA JOSE DE ALENCAR, S/N CUMPRIDA. 65570-000 Araioses - MA.","(98) 984206080",c(-41.9144491106272, -2.8909421665594),"IF",-41.9144491106272,-2.8909421665594
"40078","MA","21","IFMA - CAMPUS SANTA INES","AVENIDA MARECHAL CASTELO BRANCO, S/N CANAA. 65300-640 Santa Inês - MA.","(98) 984613403",c(-45.3982391394675, -3.65979205816984),"IF",-45.3982391394675,-3.65979205816984
"40079","MA","21","IFMA - CAMPUS ZE DOCA","RUA DA TECNOLOGIA, 215 VILA AMORIM. 65365-000 Zé Doca - MA.","(98) 36554951",c(-45.65185, -3.285696),"IF",-45.65185,-3.285696
"40080","MA","21","IFMA - CAMPUS ALCANTARA","RUA DO FORTE, S/N CENTRO. 65250-000 Alcântara - MA.","(98) 991372385",c(-44.41308957, -2.40825899),"IF",-44.41308957,-2.40825899
"40081","MA","21","IFMA - CAMPUS SAO LUIS CENTRO HISTORICO","RUA AFONSO PENA, 174 CENTRO. 65010-030 São Luís - MA.","(98) 32226374",c(-44.30376, -2.532039),"IF",-44.30376,-2.532039
"40082","MA","21","IFMA - CAMPUS BURITICUPU","RUA DEPUTADO GASTAO VIEIRA, 1.000 VILA MANSUETO. 65393-000 Buriticupu - MA.","(98) 984613143",c(-46.4494012109935, -4.32145467493683),"IF",-46.4494012109935,-4.32145467493683
"40083","MA","21","IFMA - CAMPUS ACAILANDIA","AVENIDA PROJETADA, SN VILA PROGRESSO II. 65930-000 Açailândia - MA.","(99) 35384118",c(-47.47956, -4.952357),"IF",-47.47956,-4.952357
"45855","PI","22","IFPI - CAMPUS PICOS","AVENIDA PEDRO MARQUES DE MEDEIROS, PARQUE INDUSTRIAL. 64605-500 Picos - PI.","",c(-41.40244739, -7.07031524),"IF",-41.40244739,-7.07031524
"45861","PI","22","IFPI - CAMPUS FLORIANO","RUA FRANCISCO URQUIZA MACHADO, 462 CAMPO VELHO. 64808-475 Floriano - PI.","(89) 35156401",c(-43.04269049, -6.78914258),"IF",-43.04269049,-6.78914258
"45862","PI","22","IFPI - CAMPUS PARNAIBA","AVENIDA MONSENHOR ANTONIO SAMPAIO, S/N DIRCEU ARCOVERDE. 64211-145 Parnaíba - PI.","(86) 33156900",c(-41.7315, -2.947228),"IF",-41.7315,-2.947228
"45863","PI","22","IFPI - CAMPUS PIRIPIRI","AV. RIO DOS MATOS, GERMANO. 64260-000 Piripiri - PI.","",c(-41.7936284188181, -4.28955801296979),"IF",-41.7936284188181,-4.28955801296979
"45864","PI","22","IFPI - TERESINA ZONA SUL","AV. PEDRO FREITAS, 1020 VERMELHA. 64018-000 Teresina - PI.","",c(-42.81401045, -5.10225453),"IF",-42.81401045,-5.10225453
"45865","PI","22","IFPI - CAMPUS ANGICAL","RUA NASCIMENTO, 746 CENTRO. 64410-000 Angical do Piauí - PI.","(86) 32981484",c(-42.7331168018281, -6.08398358803242),"IF",-42.7331168018281,-6.08398358803242
"45866","PI","22","IFPI - CAMPUS CORRENTE","RUA PROJETADA 06, 380 NOVA CORRENTE. 64980-000 Corrente - PI.","(89) 35733009",c(-45.1733566666667, -10.4304216666667),"IF",-45.1733566666667,-10.4304216666667
"45869","PI","22","IFPI - CAMPUS TERESINA CENTRAL","PRACA DA LIBERDADE, 1597 CENTRO. 64000-040 Teresina - PI.","(86) 31319402",c(-42.81097, -5.088811),"IF",-42.81097,-5.088811
"45871","PI","22","IFPI - CAMPUS SAO RAIMUNDO NONATO","RODOVIA BR 020, PRIMAVERA. 64770-000 São Raimundo Nonato - PI.","",c(-42.6934197, -9.0457886),"IF",-42.6934197,-9.0457886
"45929","PI","22","IFPI - CAMPUS PAULISTANA","RODOVIA BR 407, KM 05, S/N. LAGOA DOS CANUDOS. 64750-000 Paulistana - PI.","",c(-41.1652361949966, -8.09457479163989),"IF",-41.1652361949966,-8.09457479163989
"46627","PI","22","IFPI - CAMPUS OEIRAS","RUA PROJETADA, UBERABA II. 64500-000 Oeiras - PI.","",c(-42.1013757772744, -6.99995637405664),"IF",-42.1013757772744,-6.99995637405664
"46662","PI","22","IFPI - CAMPUS COCAL","RODOVIA PI 213, KM 21, ZONA RURAL. 64235-000 Cocal - PI.","",c(-41.5831666666667, -3.46221),"IF",-41.5831666666667,-3.46221
"46663","PI","22","IFPI - CAMPUS CAMPO MAIOR","LOCALIDADE FAZENDINHA, S/N FAZENDINHA. 64280-000 Campo Maior - PI.","(86) 994069900",c(-42.1469483333333, -4.864855),"IF",-42.1469483333333,-4.864855
"46664","PI","22","IFPI - CAMPUS SAO JOAO DO PIAUI","TRAVESSA 7 DE SETEMBRO, CENTRO. 64760-000 São João do Piauí - PI.","",c(-42.2539154, -8.36232333),"IF",-42.2539154,-8.36232333
"46665","PI","22","IFPI - CAMPUS PEDRO II","RUA ANTONINO MARTINS DE ANDRADE, 750 ENGENHO NOVO. 64255-000 Pedro II - PI.","(86) 95306445",c(-41.45760568, -4.44803487),"IF",-41.45760568,-4.44803487
"46666","PI","22","IFPI - CAMPUS VALENCA DO PIAUI","AVENIDA JOAQUIM MANOEL, AREA URBANA. 64300-000 Valença do Piauí - PI.","",c(-41.7474116666667, -6.42435166666667),"IF",-41.7474116666667,-6.42435166666667
"46745","PI","22","IFPI - CAMPUS AVANCADO DIRCEU ARCOVERDE","RUA NASCIMENTO, S/N, CENTRO, 64082-140 Teresina - PI.","(86) 994829500",c(-42.73876953125, -5.09939813613892),"IF",-42.73876953125,-5.09939813613892
